"1	CID1
"16	CID16
piretanide	CID4849
pirfenidone	CID40632
piribedil	CID4850
pirinixic-acid	CID5694
pirlindole	CID68802
pirodavir	CID71345
piromidic-acid	CID4855
piroxicam	CID54676228
piroximone	CID55263
pitavastatin	CID5282452
pivmecillinam	CID115163
pizotifen	CID27400
pleconaril	CID1684
plerixafor	CID65015
plinabulin	CID9949641
plovamer-acetate	CHEMBL2108712
podophyllotoxin	CID10607
polidocanol	CID656641
polydatin	CID5281718
polythiazide	CID4870
pomalidomide	CID134780
ponatinib	CID24826799
ponesimod	CID11363176
posaconazole	CID468595
potassium-canrenoate	CID23671691
potassium-p-aminobenzoate	CID8749
pozanicline	CID178052
poziotinib	CID25127713
practolol	CID4883
pralatrexate	CID148121
pralidoxime	CID4884
pralidoxime-chloride	CID5797
pramipexole	CID119570
pramiracetam	CID51712
pramoxine	CID4886
pranidipine	CID6436048
pranlukast	CID4887
pranoprofen	CID4888
prasterone-acetate	CID14709
prasugrel	CID6918456
pravastatin	CID54687
praziquantel	CID4891
prazosin	CID4893
preclamol	CID5311189
prednisolone	CID5755
prednisolone-acetate	CID5834
prednisolone-hemisuccinate	CID656804
prednisolone-sodium-phosphate	CID58701785
prednisolone-tebutate	CID93055
prednisone	CID5865
pregabalin	CID5486971
pregnenolone	CID8955
pregnenolone-succinate	CID10070529
preladenant	CID10117987
prenylamine	CID9801
presatovir	CID58029842
pridinol	CID4904
prilocaine	CID4906
primaquine	CID4908
primidone	CID4909
prinaberel	CID656954
priralfinamide	CID5745207
pritelivir	CID491941
proadifen	CID4910
probenecid	CID4911
probucol	CID4912
procainamide	CID4913
procaine	CID4914
procaterol	CID4916
prochlorperazine	CID4917
procodazole	CID52957676
procyclidine	CID4919
procysteine	CID72390
proflavine-hemisulfate	CID9849425
progesterone	CID5994
proglumide	CID4922
proguanil	CID4923
promazine	CID4926
promethazine	CID4927
pronethalol	CID4930
propacetamol	CID68865
propafenone	CID4932
propantheline	CID4934
propentofylline	CID4938
propiverine	CID4942
propofol	CID4943
propoxur	CID4944
propoxycaine	CID6843
propranolol	CID4946
propranolol-(R)	CID4946
propranolol-(S)	CID4946
propylhexedrine	CID7558
propylthiouracil	CID657298
proquazone	CID31508
proscillaridin-a	CID222154
protionamide	CID666418
protirelin	CID638678
protriptyline	CID4976
proxyfan	CID6421522
proxymetacaine	CID4935
proxyphylline	CID4977
prucalopride	CID3052762
prulifloxacin	CID4916641
pruvanserin	CID6433122
psoralen	CID6199
pterostilbene	CID5281727
puerarin	CID5281807
pumosetrag	CID154104
purmorphamine	CID5284329
puromycin	CID439530
purvalanol-a	CID456214
purvalanol-b	CID448991
pyrantel	CID708857
pyrazinamide	CID1046
pyrazinoylguanidine	CID124704
pyrazolanthrone	CID8515
pyridoxal	CID1050
pyridoxamine	CID1052
pyridoxine	CID1054
pyrimethamine	CID4993
pyrithione-zinc	CID3005837
pyrithyldione	CID4994
pyritinol	CID14190
pyronaridine	CID107771
pyroxamide	CID4996
quercetin	CID5280343
quetiapine	CID5002
quiflapon	CID60923
quinagolide	CID3086401
quinapril	CID40466957
quinelorane	CID57242
quinestrol	CID9046
quinethazone	CID6307
quinidine	CID441074
quinine	CID3034034
quinolinic-acid	CID1066
quipazine	CID5011
quizartinib	CID24889392
r(-)-apomorphine	CID5702010
rabeprazole	CID5029
racecadotril	CID107751
raclopride	CID3033769
ractopamine	CID56052
radafaxine	CID9795056
radezolid	CID11224409
raloxifene	CID5035
raltegravir	CID54671008
raltitrexed	CID135400182
ramatroban	CID123879
ramelteon	CID208902
ramifenazone	CID5037
ramipril	CID6992028
ramosetron	CID135418340
ranirestat	CID153948
ranitidine	CID3001055
ranolazine	CID56959
rasagiline	CID3052776
ravuconazole	CID467825
rebamipide	CID5042
reboxetine	CID127151
refametinib	CID44182295
regadenoson	CID219024
regorafenib	CID11167602
relcovaptan	CID60943
relebactam	CID121301826
remacemide	CID60511
remimazolam	CID9867812
remoxipride	CID54477
repaglinide	CID65981
reparixin	CID9838712
repsox	CID449054
resatorvid	CID11703255
reserpine	CID5770
resibufogenin	CID6917974
resiquimod	CID159603
resminostat	CID11609955
resorcinol	CID5054
resveratrol	CID445154
retapamulin	CID6918462
retigabine	CID121892
retinaldehyde	CID638015
rhein	CID10168
rheochrysidin	CID10639
ribavirin	CID37542
ribitol	CID6912
ribociclib	CID44631912
riboflavin	CID493570
rifabutin	CID135398743
rifampin	CID136262914
rifamycin-sv	CID6324616
rifaximin	CID6436173
rigosertib	CID6918736
rilmenidine	CID68712
rilpivirine	CID6451164
riluzole	CID5070
rimantadine	CID5071
rimcazole	CID53389
rimexolone	CID5311412
rimonabant	CID104850
riociguat	CID11304743
riodipine	CID68909
ripasudil	CID9863672
ripazepam	CID33474
risperidone	CID5073
ritanserin	CID5074
ritodrine	CID33572
ritonavir	CID392622
rivanicline	CID5310967
rivaroxaban	CID9875401
rivastigmine	CID77991
rizatriptan	CID5078
rociletinib	CID57335384
rocuronium	CID441290
rofecoxib	CID5090
roflumilast	CID449193
rolipram	CID5092
rolipram-R(-)	CID448055
rolipram-S(+)	CID158758
rolziracetam	CID71893
romidepsin	CID5352062
ronidazole	CID5094
ropinirole	CID5095
ropivacaine	CID175805
roquinimex	CID54676478
roscovitine	CID160355
rosiglitazone	CID77999
rosmarinic-acid	CID5281792
rosoxacin	CID287180
rosuvastatin	CID446157
rotigotine	CID59227
rotundine	CID72301
roxarsone	CID5104
roxatidine-acetate	CID5105
roxithromycin	CID6915744
rubitecan	CID472335
rucaparib	CID9931954
rucinol	CID205912
rufinamide	CID129228
rufloxacin	CID4979271
rupatadine	CID133017
rutaecarpine	CID65752
rutin	CID5280805
ruxolitinib	CID25126798
ruxolitinib-(S)	CID25126798
ryuvidine	CID481747
saccharin	CID5143
saclofen	CID122150
sacubitril	CID9811834
safinamide	CID131682
safingol	CID3058739
sal003	CID5717737
salazodine	CID65707
salicin	CID439503
salicyl-alcohol	CID5146
salicylamide	CID5147
salicylanilide	CID6872
salicylic-acid	CID338
salidroside	CID159278
salinomycin	CID3085092
salirasib	CID5469318
salubrinal	CID5717801
salvianolic-acid-B	CID11629084
salvinorin-a	CID128563
sangivamycin	CID14978
sapropterin	CID135398654
saquinavir	CID441243
saracatinib	CID10302451
sarafloxacin	CID25273230
sarcosine	CID1088
sarpogrelate	CID5160
sasapyrine	CID5161
satraplatin	CHEMBL3833367
saxagliptin	CID11243969
schisandrin-b	CID174277
schisandrol-b	CID68781
sclareol	CID163263
sclareolide	CID929262
scopine	CID1274465
scopolamine	CID3000322
scopolamine-n-oxide	CID3000667
scriptaid	CID5186
se-methylselenocysteine	CID114835
secalciferol	CID5283748
secnidazole	CID71815
secoisolariciresinol-diglucoside	CID9917980
securinine	CID442872
selamectin	CID9578507
selegiline	CID26757
selenomethionine	CID15103
selexipag	CID9913767
selinexor	CID71481097
selumetinib	CID10127622
semagacestat	CID9843750
semapimod	CID5745214
semaxanib	CID5329098
senicapoc	CID216327
seocalcitol	CID5288149
serdemetan	CID11609586
serotonin	CID5202
sertaconazole	CID65863
sertindole	CID60149
sertraline	CID68617
sesamin	CID72307
setipiprant	CID49843471
setiptiline	CID5205
sevelamer	CID3085017
sevoflurane	CID5206
shikimic-acid	CID8742
sibutramine	CID5210
siguazodan	CID72124
sildenafil	CID135398744
silibinin	CID31553
silodosin	CID5312125
simeprevir	CID24873435
simvastatin	CID54454
sinomenine	CID5459308
sipatrigine	CID60803
siponimod	CID44599207
siramesine	CID9829526
sirolimus	CID5284616
sitafloxacin	CID6918203
sitagliptin	CID4369359
sitaxentan	CID216235
sivelestat	CID107706
skepinone-l	CID45279963
sobetirome	CID9862248
sodium-butyrate	CID5222465
sodium-gluconate	CID23664049
sodium-gualenate	CID23669592
sodium-monofluorophosphate	CID24266
sodium-oxybate	CID23663870
sodium-picosulfate	CID92131819
sodium-salicylate	CID23698465
sodium-stibogluconate	CHEMBL2079699
sodium-tetradecyl-sulfate	CID23665772
sofalcone	CID5282219
sofosbuvir	CID45375808
solamargine	CID73611
solifenacin-succinate	CID216457
solithromycin	CID25242512
somatostatin	CID16129706
sonidegib	CID24775005
sophocarpine	CID115269
sorafenib	CID216239
sorbic-acid	CID643460
sorbinil	CID337359
sorbitol	CID5780
sotagliflozin	CID24831714
sotalol	CID5253
sotrastaurin	CID10296883
spaglumic-acid	CID210320
sparfloxacin	CID6956367
sparteine-sulfate	CID72325
spermidine	CID1102
spermine	CID1103
sphingosylphosphorylcholine	CID9847290
spiperone	CID5265
spiradoline	CID55652
spiramycin	CID6419898
spironolactone	CID5833
spiroxatrine	CID5268
stanozolol	CID25249
stattic	CID2779853
stavudine	CID18283
stemregenin-1	CID46199207
stepronin	CID54120
streptomycin	CID19649
streptozotocin	CID29327
strychnine	CID441071
succinic-acid	CID1110
succinylsulfathiazole	CID5315
sucralose	CID71485
sucrose-octaacetate	CID31340
sufentanil	CID41693
sulbactam	CID130313
sulbactam-pivoxil	CID9997821
sulbentine	CID67686
sulbutiamine	CID20055424
sulconazole	CID5318
sulfabenzamide	CID5319
sulfacarbamide	CID11033
sulfacetamide	CID5320
sulfachlorpyridazine	CID6634
sulfadiazine	CID5215
sulfadoxine	CID17134
sulfafurazole	CID5344
sulfaguanidine	CID5324
sulfamerazine	CID5325
sulfameter	CID5326
sulfamethazine	CID5327
sulfamethizole	CID5328
sulfamethoxazole	CID5329
sulfamethoxypyridazine	CID5330
sulfametopyrazine	CID9047
sulfamonomethoxine	CID5332
sulfanilamide	CID5333
sulfanitran	CID5334
sulfaphenazole	CID5335
sulfapyridine	CID5336
sulfasalazine	CID5339
sulfathiazole	CID5340
sulfinpyrazone	CID5342
sulforaphane	CID5350
sulindac	CID1548887
sulisobenzone	CID19988
sulmazole	CID5353
sulmetozine	CID65790
suloctidil	CID5354
sulphadimethoxine	CID5323
sulpiride	CID5355
sumanirole	CID9818479
sumatriptan	CID5358
sunitinib	CID5329102
suprofen	CID5359
suramin	CID5361
suritozole	CID25431
sutezolid	CID465951
suvorexant	CID24965990
suxibuzone	CID5362
swainsonine	CID51683
synephrine	CID7172
tacalcitol	CID5283734
tacedinaline	CID2746
tacrine	CID1935
tacrolimus	CID445643
tadalafil	CID110635
tafamidis-meglumine	CID24970412
tafenoquine	CID115358
tagatose	CID439312
taladegib	CID49848070
talampanel	CID164509
talarozole	CID9799888
talazoparib	CID135565082
talc	CID16211421
talinolol	CID68770
talipexole	CID5374
talmapimod	CID9871074
talnetant	CID5311424
talniflumate	CID48229
taltirelin	CID114750
taltobulin	CID6918637
tamibarotene	CID108143
tamoxifen	CID2733526
tamsulosin	CID129211
tanaproget	CID4369524
tandospirone	CID91273
tandutinib	CID3038522
tanespimycin	CID6505803
tangeritin	CID68077
tanshinone-i	CID114917
tapentadol	CID9838022
taprenepag	CID18376177
tarafenacin	CID25147683
taranabant	CID11226090
targinine	CID132862
tariquidar	CID148201
taselisib	CID51001932
tasimelteon	CID10220503
tasisulam	CID10160238
tasquinimod	CID54682876
tasuldine	CID65666
taurine	CID1123
taurocholate	CID6675
tavaborole	CID11499245
taxifolin	CID439533
tazarotene	CID5381
tazemetostat	CID66558664
tazobactam	CID123630
tebipenem	CID9800194
tecalcet	CID158797
tecastemizole	CID123618
tecovirimat	CID16124688
tedizolid	CID11234049
tedizolid-phosphate	CID11476460
tegobuvir	CID23649154
telaprevir	CID3010818
telatinib	CID9808844
telbivudine	CID159269
telcagepant	CID11319053
telenzepine	CID5387
telithromycin	CID3002190
telmesteine	CID65946
telmisartan	CID65999
telotristat	CID25025298
telotristat-ethyl	CID25181577
temazepam	CID5391
temocapril	CID40466973
temoporfin	CID60751
temozolomide	CID5394
tempol	CID137994
temsirolimus	CID6918289
tenatoprazole	CID636411
teneligliptin	CID11949652
tenidap	CID60712
teniposide	CID452548
tenofovir	CID464205
tenofovir-disoproxil	CID5481350
tenovin-6	CID24772043
tenoxicam	CID54677971
tepoxalin	CID59757
teprenone	CID5282199
terazosin	CID5401
terbinafine	CID1549008
terbutaline	CID5403
terconazole	CID441383
terfenadine	CID5405
terguride	CID443951
teriflunomide	CID54684141
terlipressin	CID72081
terodiline	CID23480
teroxirone	CID17142
terutroban	CID9938840
tesaglitazar	CID208901
testolactone	CID13769
testosterone	CID6013
testosterone-enanthate	CID9416
testosterone-propionate	CID5995
testosterone-undecanoate	CID65157
tetrabenazine	CID6018
tetracaine	CID5411
tetracycline	CHEMBL1440
tetradecylthioacetic-acid	CID114924
tetraethylenepentamine	CID8197
tetrahydropapaverine	CID5418
tetrahydrouridine	CID29243
tetrahydrozoline	CID5419
tetramethylthiuram-monosulfide	CID7347
tetramisole	CID3913
tetrandrine	CID73078
tetrindole	CID160019
tezacaftor	CID46199646
thalidomide	CID5426
theobromine	CID5429
theophylline	CID2153
thiamine	CID1130
thiamphenicol	CID27200
thiazovivin	CID46209426
thiethylperazine	CID5440
thiocolchicoside	CID9915886
thioctic-acid	CID864
thiodiglycol	CID5447
thioguanine	CID2723601
thioperamide	CID3035905
thiophanate	CID3032792
thioproperazine	CID9429
thioridazine	CID5452
thiostrepton	CID71720240
thiothixene	CID941651
thiram	CID5455
thonzonium	CID5456
thonzylamine	CID5457
tiabendazole	CID5430
tiagabine	CID40467242
tianeptine	CID68870
tiapride	CID5467
tiaprofenic-acid	CID5468
tiaramide	CID5469
tibolone	CID444008
ticagrelor	CID9871419
ticlopidine	CID5472
tideglusib	CID11313622
tie2-kinase-inhibitor	CID23625762
tiletamine	CID26533
tilmicosin	CID5282521
tilorone	CID5475
tiludronate	CID60937
timofibrate	CID68834
timolol	CID33624
timonacic	CID9934
tinidazole	CID5479
tioconazole	CID5482
tioguanine	CID2723601
tiopronin	CID5483
tiotidine	CID50287
tiotropium	CID5487427
tioxolone	CID72139
tipifarnib	CID159324
tipiracil	CID6323266
tipranavir	CID54682461
tiprenolol	CID38353
tiquizium	CID72160
tiracizine	CID71264
tirapazamine	CID135413511
tirasemtiv	CID23729157
tiratricol	CID5803
tirofiban	CID40466968
tivantinib	CID11494412
tivozanib	CID9911830
tizanidine	CID5487
tobramycin	CID36294
tocainide	CID38945
toceranib	CID5329106
todralazine	CID5501
tofacitinib	CID9926791
tofisopam	CID5502
tofogliflozin	CID46908929
tolamolol	CID37910
tolazamide	CID5503
tolazoline	CID5504
tolbutamide	CID5505
tolcapone	CID4659569
tolfenamic-acid	CID610479
tolimidone	CID39065
tolmetin	CID5509
tolnaftate	CID5510
tolonidine	CID72138
toloxatone	CID34521
tolperisone	CID5511
tolterodine	CID443879
toltrazuril	CID68591
tolvaptan	CID216237
tomelukast	CID3969
tonabersat	CID6918324
topiramate	CID5284627
topiroxostat	CID5288320
topotecan	CID60700
torasemide	CID51371498
torcetrapib	CID159325
torcitabine	CID159354
toremifene	CID3005573
torin-1	CID49836027
torin-2	CID51358113
tosedostat	CID15547703
tosufloxacin	CID5517
tozadenant	CID11618368
tozasertib	CID5494449
tracazolate	CID5522
tramadol	CID33741
trametinib	CID11707110
tramiprosate	CID4870494
trandolapril	CID5484727
tranexamic-acid	CHEMBL877
tranilast	CID5282230
tranylcypromine	CID19493
trap-101	CID11494970
trapidil	CID5531
travoprost	CID5282226
traxoprodil	CID219101
trazodone	CID5533
trelagliptin	CID15983988
tremorine	CID5534
trepibutone	CID5536
trequinsin	CID5537
triacetin	CID5541
triamcinolone	CID31307
triamcinolone-acetonide	CID6436
triamterene	CID5546
triapine	CID9571836
triazolam	CID5556
tricaprylin	CID10850
trichlormethiazide	CID5560
trichloroacetic-acid	CID6421
trichloroethylene	CID6575
trichostatin-a	CID444732
triciribine	CID65399
triclabendazole	CID50248
triclocarban	CID7547
triclosan	CID5564
tridihexethyl	CID20299
trientine	CID5565
trifluoperazine	CID5566
triflupromazine	CID5568
trifluridine	CID6256
trigonelline	CID5570
trihexyphenidyl	CID5572
trilostane	CID656583
trimebutine	CID5573
trimetazidine	CID21109
trimethobenzamide	CID5577
trimethoprim	CID5578
trimetozine	CID12478
trimipramine	CID5584
trioxsalen	CID5585
tripelennamine	CID5587
triprolidine	CID5282443
triptolide	CID107985
triptorelin	CID25074470
troglitazone	CID5591
troleandomycin	CID202225
trolox	CID40634
tromaril	CID31635
trometamol	CID6503
tropesin	CID47530
tropicamide	CID5593
tropisetron	CID656665
trospium	CID5284632
trovafloxacin	CHEMBL428
troventol	CID16007395
troxerutin	CID5486699
troxipide	CID5597
tryptanthrin	CID73549
tryptophan	CID6305
tuaminoheptane	CID5603
tubastatin-a	CID49850262
tubocurarine	CID6000
tucatinib	CID51039094
tulobuterol	CID5606
tylosin	CID5280440
tyloxapol	CHEMBL1201548
tyrphostin-A9	CID5614
tyrphostin-AG-1478	CID2051
tyrphostin-AG-494	CID5958481
tyrphostin-AG-835	CID52944890
tyrphostin-AG-879	CID135419190
ubenimex	CID6992132
ufenamate	CID5632
ulifloxacin	CID124225
ulipristal	CID13559281
umeclidinium	CID11519070
uprosertib	CID51042438
uracil	CID1174
urapidil	CID5639
urea	CID1176
urethane	CID5641
uric-acid	CID1175
uridine	CID6029
uridine-triacetate	CID20058
ursodeoxycholyltaurine	CID9848818
ursodiol	CID31401
ursolic-acid	CID64945
val	CID6997289
valaciclovir	CID135398742
valdecoxib	CID119607
valethamate	CID5648
valganciclovir	CID135413535
valnemulin	CID9850878
valproic-acid	CID3121
valrocemide	CID6918293
valrubicin	CID454216
valsartan	CID60846
vancomycin	CID14969
vandetanib	CID3081361
vanillin	CID1183
vanillylacetone	CID31211
vanitiolide	CID72146
vanoxerine	CID3455
vardenafil	CID135400189
varenicline	CID170361
varespladib	CID155815
vasopressin	CID644077
vatalanib	CID151194
vecuronium	CID39765
veliflapon	CID123723
veliparib	CID11960529
velneperit	CID20629114
vemurafenib	CID42611257
venetoclax	CID49846579
venlafaxine	CID5656
verapamil	CID2520
vercirnon	CID10343454
verinurad	CID54767229
vernakalant	CID9930049
verubulin	CID11414799
vesamicol	CID5662
vesnarinone	CID5663
vicriviroc	CID3009355
vidarabine	CID21704
vigabatrin	CID5665
vilazodone	CID6918314
vildagliptin	CID6918537
viloxazine	CID5666
vinblastine	CID241903
vinburnine	CID71203
vincamine	CID15376
vincristine	CID5978
vindesine	CID40839
vinflunine	CID6918295
vinorelbine	CID5311497
vinpocetine	CID443955
vismodegib	CID24776445
vitamin-b12	CHEMBL2375172
voglibose	CID444020
volasertib	CID10461508
volinanserin	CID5311271
vonoprazan	CID15981397
vorapaxar	CID10077130
voreloxin	CID9952884
voriconazole	CID71616
vorinostat	CID5311
vortioxetine	CID9966051
voxtalisib	CID16123056
warfarin	CID54678486
wnt-c59	CID57519544
xaliproden	CID128919
xamoterol	CID155774
xanomeline	CID60809
xanthone	CID7020
xenalipin	CID55251
xibenolol	CID146256
xilobam	CID9570595
xipamide	CID26618
xylazine	CID5707
xylometazoline	CID5709
xylose	CID135191
yohimbine	CID8969
zacopride	CID108182
zafirlukast	CID5717
zalcitabine	CID24066
zaldaride	CID65909
zaleplon	CID5719
zaltidine	CID56051
zaltoprofen	CID5720
zamifenacin	CID3086618
zanamivir	CID60855
zaprinast	CID135399235
zardaverine	CID5723
zatebradine	CID65637
zibotentan	CID9910224
zidovudine	CID35370
zileuton	CID60490
zilpaterol	CID3086576
zimelidine	CID5365247
ziprasidone	CID60854
zofenopril-calcium	CID3033690
zolantidine	CID91769
zolimidine	CID14652
zolmitriptan	CID60857
zolpidem	CID5732
zomepirac	CID5733
zometapine	CID135410917
zonisamide	CID139032033
zopolrestat	CID1613
zosuquidar	CID3036703
zotarolimus	CID9876378
zotepine	CID5736
zoxazolamine	CID6103
zuclopenthixol	CID5311507
