CHEMBL296468	CID3025986
CHEMBL1084172	CID44482554
CHEMBL455876	CID439577
CHEMBL604710	CID4988454
CHEMBL214021	CID11539096
CHEMBL484	CID60172
CHEMBL98123	CID6084
CHEMBL2109191	CHEMBL2109191
KYT-0353	CID24853505
SPHINGOSYLPHOSPHORYLCHOLINE	CID9847290
5-METHYL-5-(5-METHYLTHIOPHEN-3-YL)-4-OXO-4,5-DIHYDROFURAN-2-CARBOXYLIC ACID	CID11436345
T22	CID16197316
COMPOUND 30 [PMID: 22239545]	CID3012527
CHEMBL1164552	CID11261882
LY2365109	CID11552757
CHEMBL3545139	CHEMBL3545139
CHEMBL539843	CID74764391
COMPOUND 2 [PMID: 22380603]	CID135492054
CHEMBL158	CID5742832
CHEMBL340978	CID39941
CHEMBL3707396	CHEMBL3707396
CHEMBL2103991	CID9889200
BWA868C	CID122021
S136492	CID2864430
CHEMBL99553	CID9847474
CHEMBL573214	CID5480230
A317491	CID9829395
CHEMBL1628698	CID18444613
CHEMBL494322	CID136059718
CHEMBL1200491	CID157313
CHEMBL490153	CID23642319
CHEMBL1883966	CID11688990
CHEMBL2107858	CHEMBL2107858
LY-293111	CID101650978
YM44781	CID10483085
PETHIDINE	CID4058
CHEMBL329650	CID9937534
CHEMBL2105719	CID70693519
CHEMBL3833343	CHEMBL3833343
NI-57	CID91827373
CHEMBL1201650	CHEMBL1201650
CHEMBL1366	CID16667669
ANACARDIC ACID	CID167551
COMPOUND 4 [PMID: 26191369]	CID86764579
FMS586	CID11589975
TAK-242	CID11703255
CHEMBL1422	CID4369359
CL-AMIDINE	CID24970878
CHEMBL222460	CID9951995
COMPOUND 5 [PMID: 23232060]	CID71540619
CHEMBL1087	CID4062
ACT-462206	CID40924317
CHEMBL146	CID31404
CHEMBL2108258	CHEMBL2108258
TETRAHYDROCANNABINOL	CID16078
M372049	CID59787819
CHEMBL490665	CID6445230
CHEMBL2360079	CID5281082
CHEMBL1743054	CHEMBL1743054
COMPOUND 3 [PMID: 17942791]	CID219564
CHEMBL2364624	CID53387035
CHEMBL1237065	CID9971980
CHEMBL3545035	CID9823762
CHEMBL3093101	CID497299
FMET-ILE-PHE-LEU	CID10030470
CHEMBL1743358	CID36284
CHEMBL2152903	CID57406537
CHEMBL410893	CID5283906
CHEMBL64	CID3767
CHEMBL1201640	CHEMBL1201640
CHEMBL1097999	CID10172827
CHEMBL2110563	CID118701720
DIPHENOXYLATE	CID13505
CHEMBL3391662	CID45110509
BAY-524	CID71611179
U46609	CID445049
CHEMBL2108431	CHEMBL2108431
NEMOLIZUMAB	CHEMBL4297794
CHEMBL2181965	CID135409562
CHEMBL2028987	CID16186010
CHEMBL1963684	CHEMBL1963684
CHEMBL2108966	CHEMBL2108966
CHEMBL207004	CID5275766
CHEMBL2205230	CID44187367
CHEMBL1628706	CID5311123
[14C]ASCORBIC ACID	CID54670067
CHEMBL3833335	CID16676
CHEMBL1271	CID5850
CHEMBL332397	CID5311462
[33P]2MESADP	CID73755009
CHEMBL2064657	CID57523213
CHEMBL3544941	CHEMBL3544941
CHEMBL1200635	CID25010759
CHEMBL3545425	CHEMBL3545425
COMPOUND 1 [PMID: 24793884]	CID135761798
CHEMBL2107855	CHEMBL2107855
CHEMBL3545117	CHEMBL3545117
CHEMBL2012938	CID11563133
CHEMBL2096642	CID3035194
TRP-2	CID5284476
FLOVAGATRAN	CID9871747
CP-609,754	CID56843795
CHEMBL1201627	CHEMBL1201627
TCI15	CID73755228
TETRONOTHIODIN	CID54695534
CHEMBL2036958	CID56950369
CHEMBL156559	CID9962628
CHEMBL2110618	CID130991
CLOMIFENE	CID1548953
CHEMBL493076	CID9589606
CHEMBL1200795	CID6426695
CHEMBL186526	CID5730
CHEMBL1201112	CID3011155
CHEMBL1201293	CID71158
[11C]GSK215083	CID11696674
[3H]MIBOLERONE	CID251636
[3H]AZ11637326	CID73755064
D(CH2)5[TYR(ME)2]AVP	CID6917952
CHEMBL3301627	CID78131177
CHEMBL1628662	CID119368
GSK575594A	CID59822766
BUTENAFINE	CID2484
CHEMBL1090488	CID11328898
CHEMBL153254	CID10894633
CILIARY NEUROTROPHIC FACTOR	CHEMBL4298063
CHEMBL159332	CID132552
CHEMBL1221576	CID135476586
CHEMBL283287	CID115335
ASTRESSIN	CID16133798
CHEMBL370962	CID135564787
CHEMBL1743081	CHEMBL1743081
CHEMBL1581	CID40466996
CHEMBL25080	CID994
CHEMBL110	CID31593
CHEMBL1201594	CHEMBL1201594
CHEMBL110458	CID176077
NKTR-102	CID71300725
CHEMBL1240	CID9279
CHEMBL3402762	CID25171648
CHEMBL2109583	CHEMBL2109583
CHEMBL1091720	CID25025860
CHEMBL2108058	CHEMBL2108058
CHEMBL1765294	CID72036
A-935142	CID25125452
CHEMBL1079460	CID4605800
CHEMBL2037511	CID11634973
CHEMBL3707293	CHEMBL3707293
CHEMBL210618	CID11624601
CHEMBL1233147	CID135398633
CHEMBL52422	CID13878025
CHEMBL3545413	CID46848036
CHEMBL3545011	CID11561692
CHEMBL1201822	CHEMBL1201822
CHEMBL1235900	CID5289348
STN	CID5326554
COMPOUND 7B [PMID: 17583500]	CID44433047
CHEMBL1201163	CID65494
PZM21	CID121596705
CHEMBL3545093	CHEMBL3545093
LTB 019	CID9959759
CHEMBL377193	CID11601743
CHEMBL559	CID8730
CHEMBL1743076	CHEMBL1743076
5-OXO-ODE	CID71751402
CHEMBL54044	CID16760436
CHEMBL116	CID65016
CHEMBL111576	CID9885167
CHEMBL1993397	CID656406
CHEMBL1754	CID3156
AG-14699	CID9931953
CHEMBL67	CID5351344
CHEMBL2105712	CID15606394
CHEMBL165679	CID3075615
CHEMBL1951575	CID42641863
CHEMBL257704	CID135456190
COMPOUND 13 [CHEN ET AL., 2016]	CID121231410
1,9-DIDEOXYFORSKOLIN	CID107948
AVN-944	CID9918559
CHEMBL1364808	CID124333
CHEMBL3545062	CID67683363
COMPOUND 2 [PMID: 24486398]	CID86279608
AS100	CID135489238
CHEMBL2105664	CID54718618
SSR-504734	CID9954540
COMPOUND 6 [PMID: 25874594]	CID78319072
CHEMBL115307	CID15931922
COMPOUND 9 [PMID: 1992149]	CID14851316
CHEMBL284615	CID135529386
CHEMBL3301673	CID3037233
CHEMBL2070953	CID53347902
CHEMBL3545094	CID118753633
CHEMBL121626	CID610479
CHEMBL1200980	CID5284555
VADASTUXIMAB TALIRINE	CID122706909
CHEMBL1201162	CID6918132
CHEMBL129857	CID9820526
NCG21	CID25098573
CHEMBL3301622	CID49803313
CHEMBL207225	CID3744
OF-1	CID35397514
CHEMBL45002	CID6180
CHEMBL3545232	CID67042222
CHEMBL3707280	CHEMBL3707280
CHEMBL1200953	CID636398
CHEMBL429317	CID16005981
2-(3-CHLOROPHENYL)HISTAMINE	CID14827778
T134	CID16197445
CHEMBL508102	CID31072
CHEMBL314338	CID6439232
DITHIIPIN-1,1,4,4-TETROXIDE ANALOGUE 7	CID9947811
CHEMBL65030	CID6918030
EPZ020411	CID91668547
CHEMBL1767409	CID3033941
JNJ1661010	CID2809273
CHEMBL267894	CID2164
CHEMBL1800159	CID10348973
CHEMBL3542265	CID24963749
AES-103	CID237332
CHEMBL2105682	CID44610678
RECOMBINANT NEMATODE ANTICOAGULANT PROTEIN C2	CHEMBL4298082
CHEMBL407874	CID4578
CHEMBL760	CID135409400
CHEMBL1797639	CID44607264
NEUROPEPTIDE W-23	CID102166353
ER-27319	CID9799508
CCL4	CID5943
CHEMBL449090	CID10568125
CHEMBL2108165	CHEMBL2108165
CHEMBL12998	CID9829836
L-798,106	CID15551229
DEXLIPOTAM	CID9840368
CHEMBL1742455	CID10343641
CHEMBL3545415	CHEMBL3545415
CHEMBL3544939	CHEMBL3544939
CHEMBL1200710	CID657299
ML324	CID44143209
TG4-155	CID5886965
CHEMBL53325	CID10474335
HM50316	CID49872404
CHEMBL2109653	CHEMBL2109653
CHEMBL1808388	CID25195624
BCTC	CID9929425
CHEMBL645	CID2405
CHEMBL1615374	CID6918313
CHEMBL1715	CID91810984
CHEMBL2105330	CID135413551
CHEMBL1460	CID135398739
CHEMBL2107890	CHEMBL2107890
CHEMBL1201659	CHEMBL1201659
CHEMBL2392545	CID53357478
AJMALICINE	CID441975
CHEMBL219182	CID16094676
CHEMBL473773	CID3795
PMBA	CID4779
AMD3100	CID65015
CHEMBL2108681	CHEMBL2108681
CHEMBL1201193	CID92253
CHEMBL1628569	CID3055171
CHEMBL14690	CID2790
CHEMBL321845	CID9885773
CHEMBL99369	CID57637
CHEMBL2109539	CHEMBL2109539
CHEMBL414883	CID6323491
COMPOUND 3B [PMID: 24946214]	CID90645049
CHEMBL1835207	CID9820073
CHEMBL355200	CID43157
CHEMBL379761	CID24776341
CHEMBL3545397	CID11618268
CHEMBL292008	CID135410906
COMPOUND 5 [PMID: 21741839]	CID46899577
CHEMBL1231206	CID44631903
CHEMBL1200976	CID636362
CHEMBL233406	CID24436
CHEMBL2106068	CID159595
CHEMBL74300	CID4022
CHEMBL2107844	CHEMBL2107844
CHEMBL223344	CID136908877
[3H]ANCRIVIROC	CID5479787
UR-PG131A	CID25149704
CHEMBL359744	CID657367
CHEMBL1455497	CID525
CHEMBL489540	CID9543636
ORG2058	CID119086
P6949	CID24204784
CHEMBL1595992	CID2314952
CHEMBL1200686	CID6509979
CHEMBL5	CID4421
CHEMBL609245	CID46876311
CHEMBL2109398	CHEMBL2109398
CHEMBL1775169	CID11282871
CHEMBL513883	CID25150704
CHEMBL1090173	CID9865587
CHEMBL278041	CID5169
CHEMBL293762	CID126688
ATLA2	CID73755048
S26284	CID9806449
CHEMBL1743056	CHEMBL1743056
CHEMBL29411	CID6989
CHEMBL2109250	CHEMBL2109250
CHEMBL219568	CID135398634
CHEMBL3187812	CID9824131
CHEMBL8659	CID445639
CHEMBL41547	CID6918468
CHEMBL1701	CID71773467
CHEMBL392760	CID10150497
CHEMBL2336050	CID18177385
CHEMBL1421016	CID3765615
CHEMBL3544909	CID6441383
CHEMBL230333	CID102162391
CHEMBL1615369	CID11434065
CHEMBL1654	CID124080895
CHEMBL1743057	CHEMBL1743057
COMPOUND 4 [PMID: 21105727]	CID73755196
SPM-354	CID49869062
CHEMBL1206690	CID119828
CHEMBL1200890	CID25137874
CHEMBL80117	CID406793
CHEMBL1231795	CID46224516
AZD5069	CID56645576
CHEMBL298406	CID107930
ANTI-BRP-LPA	CID24771260
CHEMBL494897	CID25014899
CHEMBL2413521	CID73349109
[125I]LSD	CID73754990
CHEMBL1200927	CID5281070
AE37	CID9882189
CHEMBL3133037	CID45100669
NF340	CID90488883
CHEMBL3301577	CHEMBL3301577
CHEMBL408867	CID9907323
COMPOUND 1B [PMID: 18078750]	CID44377139
CHEMBL1256717	CID6604121
CYM5442	CID25110406
CHEMBL1630098	CID53320639
CHEMBL3544998	CHEMBL3544998
CHEMBL373428	CID6420160
CHEMBL1201149	CID11760614
COMPOUND 11C [PMID: 17929793]	CID73755209
CHEMBL223869	CID11515548
COMPOUND 7 [PMID: 20638279]	CID42645487
CHEMBL1201044	CID6917787
CHEMBL2346976	CID46893585
ABC294640	CID15604015
PD 174265	CID4709
CHEMBL2107860	CID56842233
GSK180	CID105539874
CHEMBL3545218	CID67409219
CHEMBL282199	CID6604889
CHEMBL1094546	CID9957516
CHEMBL3545352	CHEMBL3545352
CHEMBL2107228	CID9822724
HYP 9	CID15659415
CHEMBL1743005	CHEMBL1743005
CHEMBL539163	CID4369524
CHEMBL378501	CID155346
CHEMBL2103829	CID9813414
CHEMBL1201008	CID23670359
CHEMBL437348	CID44388028
CHEMBL1259	CID21233
CHEMBL59093	CHEMBL59093
CHEMBL465183	CID5280581
CHEMBL1233528	CID10461508
CHEMBL1368758	CID10223146
PROCHLORPERAZINE	CID4917
CHEMBL1200444	CID171674
CHEMBL2109591	CHEMBL2109591
CHEMBL94454	CID65906
CHEMBL1795072	CID72941949
1G244	CID56658139
CHEMBL2109602	CHEMBL2109602
CHEMBL2107784	CID54682876
CHEMBL2107384	CID6451165
CHEMBL1200516	CID23624131
CHEMBL405130	CID3794
RGFP966	CID56650312
SLIGRL-NH2	CID9831050
COMPOUND 13 [PMID: 15925511]	CID11668217
CHEMBL268291	CID6228
CHEMBL2386881	CID73345877
CHEMBL2107857	CHEMBL2107857
CHEMBL1722929	CID132836
CHEMBL1753	CID446598
CARBOGEN	CID62690
QA1	CID44156964
CHEMBL551326	CID6438982
STA2	CID5311453
CHEMBL540990	CID9033
CEVIMELINE	CID83898
SQ-109	CID5274428
CHEMBL225111	CID246983
CHEMBL551466	CID11434515
CHEMBL500272	CID446738
COMPOUND 35 [PMID: 24157366]	CID54670056
UCM 724	CID86277838
ME BROMODOMAIN INHIBITOR	CID86277842
DEZAMIZUMAB	CHEMBL4297966
COMPOUND 39 [PMID: 23623673]	CID56589615
NVS-1	CID117072550
CHEMBL1570196	CID4029677
CHEMBL1608558	CID12228
CHEMBL119054	CID10333202
CHEMBL261919	CID991
CHEMBL300662	CID9906198
CHEMBL2364649	CHEMBL2364649
TRIAZINE COMPOUND PC1	CID11951384
CHEMBL1200670	CID11954381
COMPOUND 30 [PMID: 22468970]	CID57412419
CHEMBL3545383	CHEMBL3545383
NRM8499	CID25008296
CHEMBL2110584	CID25195533
CHEMBL2109544	CHEMBL2109544
CHEMBL473967	CID9865421
ML218	CID45115620
COMPOUND 9 [PMID: 1738140]	CID44309732
CGP 46381	CID130022
[35S]NON-PEPTIDE OT ANTAGONIST	CID73755057
Z-IETD-FMK	CID25108681
CHEMBL2103862	CID16061509
CHEMBL3544949	CID16186350
TREXIMET	CID23709079
CHEMBL2107729	CID213037
CHEMBL3707446	CID44232546
1-OLEOYL GLYCEROL	CID5283468
EXAMPLE 1.11 [WO2014139978]	CID90421763
EPIPREGNANOLONE SULPHATE	CID73755084
CHEMBL507214	CID5311058
BPH-676	CID16122556
FMH	CID107653
CHEMBL2335153	CID71624782
CHEMBL1788115	CID54580503
COMPOUND 6 [PMID: 17948018]	CID2729042
GR 89696	CID6442840
NE58062	CID15230201
COMPOUND 37 [PMID: 16250654]	CID6918854
CHEMBL3544957	CHEMBL3544957
CHEMBL1200749	CID49852293
COMPOUND 12 [PMID: 27448772]	CID135567181
CHEMBL3545177	CID9893171
CHEMBL103735	CID129869
CHEMBL332826	CID5282279
CHEMBL2109259	CHEMBL2109259
CHEMBL1200803	CID154059
CHEMBL2107786	CID9938840
3-HYDROXY CAPRIC ACID	CID26612
CHEMBL3545141	CHEMBL3545141
CHEMBL187927	CID10176764
POTASSIUM OXONATE	CID2723920
COMPOUND 1 [PMID: 22465637]	CID73755198
CHEMBL112816	CID4336830
CHEMBL90983	CID476861
CHEMBL20921	CID9913085
CHEMBL2005186	CID11950170
CHEMBL221445	CID11989776
PF-06767832	CID118663155
NBI-98854	CID11609432
CHEMBL3545354	CHEMBL3545354
ONO-3080573	CID91799238
PHYTOSTEROLS	CID12303662
CHEMBL1200813	CID657184
CHEMBL2108575	CHEMBL2108575
CHEMBL1201156	CID13468
CHEMBL2109337	CHEMBL2109337
CHEMBL3545000	CHEMBL3545000
CHEMBL1200817	CID39371
CHEMBL3545173	CHEMBL3545173
CHEMBL312403	CID122150
CHEMBL545437	CID67108482
CHEMBL1201192	CID9690109
CH 275	CID90488765
CHEMBL192966	CID5326713
CHEMBL1200623	CID13765
CHEMBL69367	CID2126
CHEMBL106265	CID1917
CHEMBL2110370	CID9953599
AMISELIMOD PHOSPHATE	CID57704582
CHEMBL257978	CID216249
LPS	CHEBI:89983
CHEMBL45627	CID5282054
CHEMBL2164552	CID9879103
CHEMBL189584	CID1401
CHEMBL1200870	CID5281056
PGL2001	CID6918339
CHEMBL591666	CID11524454
CHEMBL1200837	CID45266857
CHEMBL1743007	CHEMBL1743007
CHEMBL3545271	CHEMBL3545271
PF-06454589	CID72706837
CHEMBL1201643	CHEMBL1201643
CHEMBL610	CID1001
CAY10583	CID51529932
ARFORMOTEROL	CID3083544
CHEMBL191091	CID6918801
CHEMBL37932	CID47938
CHEMBL370143	CID165580
CHEMBL3545392	CHEMBL3545392
CHEMBL28626	CID5281670
COMPOUND 27 [PMID: 19854648]	CID45375987
CHEMBL3544914	CID46199646
CHEMBL506495	CID25180495
CHEMBL307483	CID9810140
RBM2-1B	CID60150550
CHEMBL158897	CID5063
CHEMBL2111086	CID5312109
ND-2110	CID68115559
CHEMBL1200327	CID656697
L-NMMA	CID132862
TCS2314	CID11226207
AH 11110	CID9907616
CHEMBL345498	CID3645780
CHEMBL155917	CID9905972
CHEMBL1201609	CHEMBL1201609
COMPOUND 30 [PMID: 15953724]	CID11526708
AM-152	CID23674543
COMPOUND 4B [PMID: 19683441]	CID45487653
CHEMBL1081506	CID48229
CHEMBL2087361	CID22024915
CHEMBL2079586	CID70697274
CHEMBL3353410	CID71496458
CABIRALIZUMAB	CHEMBL4297713
CHEMBL3545407	CID11610599
COMPOUND 31 [PMID: 23374866]	CID58221375
CHEMBL1201635	CHEMBL1201635
AZD-8848	CID11592228
CHEMBL2358502	CID135402010
CHEMBL66114	CID5145950
[3H]ROBALZOTAN	CID10591800
CHEMBL66879	CID637542
CHEMBL1907717	CID656755
WWL123	CID53364549
CHEMBL1742999	CHEMBL1742999
CHEMBL198877	CID91469
CHEMBL1200707	CID101584
CHEMBL2105864	CID6918284
TX2-121-1	CID78243759
CHEMBL406050	CID219104
CHEMBL2105667	CID9852175
HC-TOXIN	CID107864
CHEMBL1254577	CID46937439
CHEMBL2105891	CID6150
CHEMBL1327143	CID6423
CHEMBL404108	CID151166
CHEMBL44698	CID9909468
CHEMBL1201387	CID5464097
OTSSP167	CID135398499
SM-130,686	CID9804743
CHEMBL991	CID18283
CHEMBL1237174	CID9321
CHEMBL269277	CID64971
CHEMBL345132	CID44373239
ONO-AE3-208	CID10111831
RVD1-ME	CID71519431
CHEMBL3544922	CHEMBL3544922
PHYLLOMEDUSIN	CID10441328
CHEMBL10009	CID4172142
[3H]GBR12935	CID3456
CHEMBL2108501	CHEMBL2108501
PMX205	CID6918845
CHEMBL1529	CID90013385
CHEMBL2108702	CID72941968
CHEMBL1200831	CID6850814
CHEMBL12264	CID5312148
NNC0640	CID23549991
CHEMBL2108341	CHEMBL2108341
CHEMBL1004	CID3162
CHEMBL122972	CID5282280
CHEMBL3087515	CID9926832
COMPOUND 15 [PMID: 24900237]	CID25229528
CHEMBL2172275	CID16681707
CHEMBL3301589	CHEMBL3301589
CHEMBL1870768	CID5282414
QUIN-C1	CID11751175
CHEMBL206468	CID447607
COMPOUND 1 [PMID: 20080612]	CID673766
CHEMBL1201629	CHEMBL1201629
CHEMBL345214	CID125570
C3A	CID92043201
CHEMBL28	CID5280443
CHEMBL27979	CID44275807
[125I]APNEA	CID4397
CHEMBL666	CID3415
CHEMBL3301674	CID23663994
CHEMBL1230866	CID104755
APSTATIN	CID447280
CHEMBL1541	CID5362065
LH	CID341684
AMRINONE	CID3698
CHEMBL68500	CID5372720
CHEMBL481422	CID24754886
CHEMBL3545033	CHEMBL3545033
PS020990	CID20814785
IS1	CID2874943
CHEMBL18331	CID4847
QUINIDINE BARBITURATE	CID53461739
CHEMBL3039539	CHEMBL3039539
CHEMBL171623	CID8064
CHEMBL598	CID3367
1-ALLYL-2-[3-(ISOPROPYLAMINO)PROPOXY]-9H-XANTHEN-9-ONE	CID56947004
[3H]N-METHYL-AZ10419369	CID25067576
ATL-146E	CID9805430
CHEMBL3545387	CHEMBL3545387
CHEMBL444278	CID44448831
CHEMBL2105611	CID5283734
CHEMBL2103945	CID70697627
GSK494581A	CID11855860
CHEMBL1633	CID5282408
(R)-EF-1520	CID53321930
CHEMBL119264	CID128018
CHEMBL410478	CID446642
CHEMBL3545291	CID16755766
CHEMBL1672105	CID53308118
CHEMBL38681	CID121938
CHEMBL373780	CID16116566
CHEMBL104264	CID449241
CHEMBL688	CID13810
CHEMBL160102	CID44374884
CHEMBL11553	CID10042467
CHEMBL112203	CID6335948
CHEMBL219631	CID156328
CHEMBL1683590	CID11354606
CHEMBL2109379	CHEMBL2109379
GSK343	CID71268957
CHEMBL3544937	CID6918394
CHEMBL1200757	CID27350
KGP94	CID25234575
CHEMBL3545040	CID9876235
CHEMBL2110581	CID70695616
CHEMBL2165119	CID56593482
CHEMBL2108726	CHEMBL2108726
MN-201	CID10025615
AS1535907	CID10200069
CHEMBL182371	CID10047169
CHEMBL241327	CID16659802
CHEMBL379218	CID11314340
TAZEMETOSTAT	CID66558664
CHEMBL74505	CID10813088
CHEMBL89363	CID5289418
CHEMBL1200501	CID16052011
CHLORMERODRIN	CHEMBL2110562
CHEMBL7890	CID135959571
CHEMBL1794070	CID16051023
CHEMBL1201225	CID807
NB-1011	CID6440764
CHEMBL311228	CID2856
CHEMBL252172	CID5310988
LY2077855	CID9794910
CHEMBL1200904	CID25058197
JMV458	CID5311320
CHEMBL2107819	CID11398092
KAI-1678	CID124037376
JNJ-40068782	CID59234231
1-AZAKENPAULLONE	CID6538897
CHEMBL1368696	CID162565
CHEMBL1743086	CHEMBL1743086
CHEMBL64119	CID5615
COMPOUND 8A [PMID: 23713581]	CID71734765
N-5984	CID9865284
CHEMBL473806	CID4052597
CHEMBL1407	CID15548
DOXYCYCLINE	CID54671203
AMP-224	CHEMBL4297570
CHEMBL1570	CID5351
CHEMBL308183	CID5114
CP-195543	CID9823886
MLN3897	CID18437138
CHEMBL2103739	CID5282485
CHEMBL306498	CID3641059
CHEMBL1200590	CID49800000
MELOGLIPTIN	CID11623906
CHEMBL211502	CID135403792
L-797,591	CID9938757
CHEMBL1628669	CID11531745
CHEMBL422420	CID6438358
CHEMBL127686	CID9810632
HOMSPERA	CID129822097
N6 BENZYL-CAMP	CID161733
CHEMBL2103735	CID25078429
CHEMBL2147477	CID11305934
CHEMBL2109616	CHEMBL2109616
CHEMBL574817	CID159296
CHEMBL504559	CID25172871
CHEMBL235881	CID439418
CHEMBL284906	CID47528
CHEMBL1220	CID5479
CHEMBL1163419	CID5287422
CHEMBL1668599	CID19093029
[3H]GRANISETRON	CID3510
CHEMBL3545280	CID9832447
COMPOUND 46 [PMID: 16451062]	CID9916282
CHEMBL1818218	CID53380803
CHEMBL2110659	CID158784
CHEMBL101497	CID44331999
TELAPRISTONE	CID20761503
2-O-METHYL-PAF C-18	CID132181
CHEMBL491174	CID5281804
CHEMBL1557	CID517540
1,6-HEXAMETHYLENE DIISOCYANATE	CID13192
CHEMBL1201535	CHEMBL1201535
CHEMBL26116	CID23786499
GSK2193874	CID53464483
[125I]BE-2254	CID449744
CHEMBL2333945	CID4787937
GPX-100	CID9829419
CHEMBL14	CID2551
CHEMBL1628234	CID14675
6-IODO-NORDIHYDROCAPSAICIN	CID24881008
CHEMBL434492	CID443380
CHEMBL264448	CID27991
CHEMBL460785	CID13018787
CHEMBL571546	CID23635314
CHEMBL432713	CID10436045
CHEMBL422638	CID11082054
ABL127	CID24856225
S22153	CID9816339
[3H]DIHYDROTESTOSTERONE	CID10635
CHEMBL507060	CID44585949
CHEMBL543876	CID104920
CHEMBL238804	CID9913767
CHEMBL1659	CID5281068
CHEMBL1716	CID13770
CHEMBL2105662	CID11274333
CIS-EPOXYSUCCINIC ACID	CID2734802
CROMOGLICATE	CID2882
CHEMBL23050	CID121920
CHEMBL3544908	CID5281066
COMPOUND 13 [PMID: 23098072]	CID71462638
VPS34-IN-1	CID57404276
CHEMBL219629	CID11704019
CHEMBL1961795	CID50905018
DU172	CID10839674
CHEMBL283120	CID72435
GASTRIN-RELEASING PEPTIDE	CID56841900
CHEMBL2079699	CHEMBL2079699
COMPOUND 3 [TUTTLE ET AL., 2013]	CID59627101
CHEMBL543557	CID92409
CHEMBL500468	CID44576256
CHEMBL1082552	CID135911866
CHEMBL1201546	CHEMBL1201546
LU AF21934	CID66553157
CHEMBL3545220	CHEMBL3545220
CHEMBL1651956	CID11513676
CHEMBL227529	CID139061539
CYANOTRIPHENYLBORATE	CID151925
CHEMBL1653	CID5282139
CHEMBL410456	CID6419753
CHEMBL3087499	CID57345410
CHEMBL539648	CID444266
CHEMBL106	CID3365
CHEMBL77305	CID472335
CHEMBL1200856	CID13234209
CHEMBL1090089	CID16220188
CHEMBL1088913	CID10126019
INSULIN-LIKE GROWTH FACTOR 2	CID5311183
CHEMBL3545163	CID118753637
CHEMBL1222310	CID49864696
CHEMBL58752	CID50981
CHEMBL42336	CID6992087
CHEMBL1201657	CHEMBL1201657
CHEMBL9960	CID1760285
CHEMBL3544943	CID136662662
CHEMBL170721	CID880
CHEMBL307429	CID29435
BC11-38	CID2052828
18C [PMID: 25901531]	CID71660551
NGX267	CID10013505
TD-2749	CID11225102
SR-31742A	CID6438730
CHEMBL292065	CID9794218
2,4-EPI-NEODYSIHERBAINE	CID73755077
CHEMBL3545082	CHEMBL3545082
CHEMBL257991	CID24180125
COMPOUND 5B [PMID: 24900464]	CID136254272
COMPOUND 20 [PMID: 23692593]	CID71681016
CHEMBL29641	CID1714
CHEMBL3545121	CHEMBL3545121
COMPOUND 2 [PMID: 26061392]	CID91827370
CHEMBL1289260	CID727787
CHEMBL47940	CID6603792
CHEMBL1822892	CID157918
CHEMBL3545012	CHEMBL3545012
CHEMBL3545277	CHEMBL3545277
CHEMBL2108672	CID86278355
CHEMBL1162071	CID44440209
COMPOUND 16 [PMID: 23412139]	CID66575082
CASP 4 INHIB	CID515950
ZIPRASIDONE	CID60854
CHEMBL195309	CID9821945
CHEMBL398880	CID62867
CHEMBL3707330	CID16203739
CHEMBL1201132	CID25137851
SRT2104	CID25108829
BIM 23068	CID57339789
1-DEOXYNOJIRIMYCIN	CID29435
CHEMBL3545223	CHEMBL3545223
CHEMBL2109562	CHEMBL2109562
PF-06447475	CID72706840
ARGATROBAN	CID92722
CHEMBL1743260	CID54580717
CHEMBL87493	CID3337
CHEMBL3545086	CHEMBL3545086
CHEMBL1824446	CID16079009
CHEMBL1242101	CID9548005
CHEMBL1628648	CID53323310
DECYL DIHYDROGEN PHOSPHATE	CID62532
CHEMBL3545101	CHEMBL3545101
BENZYLSERINE	CID78457
CGI560	CID11397050
CHEMBL1718432	CID1172084
POMEGRANATE JUICE	CID5281855
CHEMBL2088034	CID9844019
CHEMBL2397386	CID19366304
CHEMBL1201541	CHEMBL1201541
CHEMBL3545038	CHEMBL3545038
CHEMBL340032	CID6917707
CHEMBL2105740	CID11477084
CHEMBL1161013	CID11288
CHEMBL2107841	CID122173812
CHEMBL187107	CID10400683
PHENYLACETYL-ALA,DTRP-PHENTHYLAMIDE	CID73755184
CHEMBL122413	CID667594
7-TRANS-OH-PIPAT	CID6604758
[3H]LY278584	CID5311254
CHEMBL92461	CID5329468
BAY-73-1449	CID11743147
ADX71743	CID53391766
CHEMBL186179	CID206044
N-ME-AMINOPYRIMIDINONE 9	CID56951318
CHEMBL3545323	CHEMBL3545323
CHEMBL54918	CID9427
CHEMBL1305	CID2200
CHEMBL3545347	CID123805
CHEMBL197589	CID15521397
CHEMBL2218935	CID11772958
CHEMBL2219536	CID44564108
CHEMBL415848	CID16108961
ICA-105574	CID715924
CHEMBL411274	CID16122553
APOMORPHINE	CID6005
LP-471756	CID789353
CHEMBL49895	CID10453818
CHEMBL279260	CID5493324
CHEMBL1200563	CID23663992
CB-839	CID71577426
[3H]JNJ-40068782	CID59234231
CHEMBL1672127	CID53326686
[3H]5-CT	CID53324620
CHEMBL3545143	CID9845566
NC00075159	CID5337173
COMPOUND 24 [PMID: 15955699]	CID44397277
CHEMBL2108025	CID56841753
CHEMBL3545239	CHEMBL3545239
LY456066	CID9840951
CHEMBL296641	CID177990
PFK15	CID25142799
CHEMBL236994	CID16659801
CHEMBL3545333	CID58818984
